marketplace,seller_id,order_id,order_line_id,sku,category,quantity,unit_price,gross_amount,commission_rate_expected,commission_charged,logistics_fee,campaign_discount,net_paid,order_date,payout_date,is_return,refund_amount,commission_refund
hepsiburada,1007,500566,500566-2,SKU-91,home,3,1219,3657,0.2,731.4,35,0,2890.6,2026-02-24,2026-02-28,0,0,0.0
trendyol,1009,500567,500567-2,SKU-35,fashion,2,1802,3604,0.1,360.4,45,100,3098.6,2026-02-21,2026-03-03,0,0,0.0
trendyol,1010,500568,500568-1,SKU-80,home,1,557,557,0.2,111.4,50,0,395.6,2026-01-25,2026-01-31,0,0,0.0
hepsiburada,1010,500569,500569-3,SKU-72,cosmetics,3,1957,5871,0.2,1166.2,14,0,4690.8,2026-02-15,2026-02-21,0,0,0.0
trendyol,1000,500570,500570-3,SKU-70,cosmetics,2,1750,3500,0.15,525.0,10,0,2965.0,2026-01-18,2026-01-26,0,0,0.0
hepsiburada,1003,500571,500571-3,SKU-7,electronics,1,473,473,0.15,70.95,51,50,301.05,2026-01-05,2026-01-14,0,0,0.0
trendyol,1001,500572,500572-3,SKU-16,cosmetics,3,1481,4443,0.15,666.45,44,0,3732.55,2026-02-09,2026-02-13,0,0,0.0
hepsiburada,1007,500573,500573-1,SKU-61,electronics,1,1245,1245,0.1,124.5,50,0,1070.5,2026-01-07,2026-01-11,1,1245,0.0
trendyol,1005,500574,500574-1,SKU-100,fashion,1,835,835,0.1,75.5,16,0,743.5,2026-02-04,2026-02-09,0,0,0.0
hepsiburada,1008,500575,500575-3,SKU-32,cosmetics,3,1845,5535,0.15,822.25,36,0,4676.75,2026-01-26,2026-01-30,1,5535,830.25
hepsiburada,1010,500576,500576-3,SKU-56,home,2,1096,2192,0.1,219.2,26,0,1946.8,2026-01-02,2026-01-05,0,0,0.0
hepsiburada,1000,500577,500577-2,SKU-44,cosmetics,2,1079,2158,0.1,225.8,32,0,1900.2,2026-02-18,2026-02-25,0,0,0.0
trendyol,1006,500578,500578-3,SKU-6,home,2,1406,2812,0.1,281.2,10,0,2520.8,2026-02-28,2026-03-04,0,0,0.0
hepsiburada,1003,500579,500579-1,SKU-100,fashion,1,1971,1971,0.1,197.1,22,50,1701.9,2026-01-23,2026-01-28,0,0,0.0
hepsiburada,1006,500580,500580-1,SKU-78,home,3,1002,3006,0.15,450.9,55,50,2450.1,2026-02-22,2026-02-26,0,0,0.0
hepsiburada,1005,500581,500581-2,SKU-8,home,3,1547,4641,0.15,688.15,33,50,3869.85,2026-01-08,2026-01-12,1,4641,0.0
hepsiburada,1008,500582,500582-1,SKU-8,home,2,188,376,0.2,75.2,35,0,265.8,2026-01-22,2026-01-25,0,0,0.0
hepsiburada,1010,500583,500583-3,SKU-73,fashion,2,1953,3906,0.1,390.6,38,0,3477.4,2026-01-14,2026-01-19,1,3906,390.6
hepsiburada,1006,500584,500584-2,SKU-92,fashion,2,1866,3732,0.2,746.4,51,100,2834.6,2026-02-21,2026-02-24,0,0,0.0
trendyol,1000,500585,500585-2,SKU-2,electronics,3,1190,3570,0.2,706.0,16,0,2848.0,2026-01-30,2026-02-02,0,0,0.0
trendyol,1003,500586,500586-1,SKU-3,cosmetics,3,552,1656,0.2,331.2,41,0,1283.8,2026-02-04,2026-02-12,0,0,0.0
trendyol,1007,500587,500587-2,SKU-81,fashion,1,457,457,0.1,45.7,51,50,310.3,2026-02-23,2026-02-27,0,0,0.0
trendyol,1010,500588,500588-2,SKU-38,home,1,219,219,0.1,21.9,10,0,187.1,2026-02-07,2026-02-17,1,219,0.0
hepsiburada,1005,500589,500589-1,SKU-73,cosmetics,2,919,1838,0.2,367.6,11,50,1409.4,2026-01-18,2026-01-25,1,1838,0.0
trendyol,1007,500590,500590-2,SKU-59,home,3,588,1764,0.1,176.4,44,50,1493.6,2026-01-16,2026-01-23,0,0,0.0
trendyol,1006,500591,500591-2,SKU-54,fashion,3,115,345,0.15,61.75,40,0,243.25,2026-01-10,2026-01-17,0,0,0.0
trendyol,1002,500592,500592-3,SKU-21,home,1,679,679,0.15,93.85,31,50,504.15,2026-01-21,2026-01-31,0,0,0.0
hepsiburada,1009,500593,500593-1,SKU-51,home,1,592,592,0.1,51.2,52,0,488.79999999999995,2026-02-15,2026-02-23,0,0,0.0
trendyol,1009,500594,500594-3,SKU-84,fashion,3,1200,3600,0.1,352.0,43,0,3205.0,2026-02-01,2026-02-04,0,0,0.0
hepsiburada,1009,500595,500595-1,SKU-41,electronics,3,907,2721,0.15,408.15,13,0,2299.85,2026-02-24,2026-03-04,1,2721,408.15
hepsiburada,1005,500596,500596-3,SKU-5,home,2,844,1688,0.1,160.8,12,0,1515.2,2026-02-13,2026-02-22,0,0,0.0
hepsiburada,1001,500597,500597-3,SKU-67,fashion,2,1434,2868,0.1,278.8,39,0,2550.2,2026-01-17,2026-01-26,0,0,0.0
hepsiburada,1000,500598,500598-1,SKU-18,cosmetics,1,636,636,0.15,95.4,50,0,490.6,2026-02-20,2026-02-24,0,0,0.0
hepsiburada,1000,500599,500599-1,SKU-87,home,2,1558,3116,0.2,623.2,44,0,2448.8,2026-02-03,2026-02-13,0,0,0.0
hepsiburada,1002,500600,500600-1,SKU-17,cosmetics,1,1242,1242,0.15,186.3,56,50,949.7,2026-02-02,2026-02-05,0,0,0.0
trendyol,1010,500601,500601-3,SKU-26,home,3,1653,4959,0.1,495.9,42,50,4371.1,2026-01-30,2026-02-05,0,0,0.0
hepsiburada,1003,500602,500602-3,SKU-48,cosmetics,2,1452,2904,0.2,590.8,49,0,2264.2,2026-01-15,2026-01-19,1,2904,0.0
trendyol,1001,500603,500603-1,SKU-94,fashion,1,1833,1833,0.2,358.6,25,100,1349.4,2026-01-05,2026-01-12,0,0,0.0
hepsiburada,1001,500604,500604-3,SKU-80,electronics,3,467,1401,0.2,280.2,45,0,1075.8,2026-02-22,2026-03-04,1,1401,280.2
trendyol,1003,500605,500605-3,SKU-29,cosmetics,3,1025,3075,0.1,307.5,53,50,2664.5,2026-02-06,2026-02-12,0,0,0.0
trendyol,1009,500606,500606-3,SKU-24,electronics,3,583,1749,0.15,262.35,22,50,1414.65,2026-02-28,2026-03-08,0,0,0.0
hepsiburada,1005,500607,500607-2,SKU-100,cosmetics,3,1892,5676,0.1,577.6,36,0,5062.4,2026-01-28,2026-02-02,0,0,0.0
trendyol,1005,500608,500608-2,SKU-59,cosmetics,3,170,510,0.1,61.0,52,100,297.0,2026-02-10,2026-02-14,0,0,0.0
hepsiburada,1008,500609,500609-1,SKU-84,cosmetics,1,460,460,0.1,46.0,52,0,362.0,2026-01-27,2026-01-30,0,0,0.0
hepsiburada,1000,500610,500610-3,SKU-26,home,3,1195,3585,0.15,547.75,30,50,2957.25,2026-02-09,2026-02-18,0,0,0.0
trendyol,1007,500611,500611-1,SKU-66,home,2,918,1836,0.15,275.4,15,0,1545.6,2026-02-17,2026-02-22,0,0,0.0
hepsiburada,1003,500612,500612-3,SKU-74,electronics,1,1166,1166,0.15,174.9,14,100,877.1,2026-01-07,2026-01-11,0,0,0.0
hepsiburada,1006,500613,500613-2,SKU-20,cosmetics,2,1338,2676,0.1,267.6,46,0,2362.4,2026-01-03,2026-01-06,1,2676,0.0
trendyol,1002,500614,500614-2,SKU-1,cosmetics,2,522,1044,0.2,208.8,48,0,787.2,2026-02-24,2026-03-01,0,0,0.0
hepsiburada,1007,500615,500615-3,SKU-46,home,1,556,556,0.1,47.6,38,100,370.4,2026-01-10,2026-01-17,0,0,0.0
hepsiburada,1005,500616,500616-3,SKU-73,fashion,1,677,677,0.1,59.7,31,0,586.3,2026-02-27,2026-03-05,0,0,0.0
hepsiburada,1003,500617,500617-1,SKU-82,cosmetics,1,1427,1427,0.1,142.7,59,0,1225.3,2026-01-25,2026-02-03,0,0,0.0
trendyol,1010,500618,500618-2,SKU-96,cosmetics,1,1362,1362,0.15,204.3,40,0,1117.7,2026-02-27,2026-03-03,1,1362,0.0
hepsiburada,1003,500619,500619-2,SKU-88,fashion,1,1903,1903,0.1,182.3,22,0,1698.7,2026-02-23,2026-02-26,0,0,0.0
hepsiburada,1002,500620,500620-1,SKU-4,electronics,1,1885,1885,0.15,274.75,27,0,1583.25,2026-01-21,2026-01-29,0,0,0.0
trendyol,1004,500621,500621-3,SKU-34,electronics,1,272,272,0.1,27.2,35,50,159.8,2026-02-07,2026-02-12,1,272,0.0
hepsiburada,1007,500622,500622-1,SKU-23,fashion,1,1978,1978,0.15,288.7,46,50,1593.3,2026-01-04,2026-01-11,0,0,0.0
hepsiburada,1002,500623,500623-1,SKU-76,electronics,1,1388,1388,0.2,277.6,20,50,1040.4,2026-01-12,2026-01-22,0,0,0.0
hepsiburada,1001,500624,500624-2,SKU-64,cosmetics,3,596,1788,0.2,357.6,45,50,1335.4,2026-02-13,2026-02-17,0,0,0.0
trendyol,1001,500625,500625-1,SKU-91,cosmetics,1,1098,1098,0.15,164.7,35,100,798.3,2026-02-13,2026-02-16,0,0,0.0
hepsiburada,1009,500626,500626-1,SKU-58,fashion,3,878,2634,0.2,526.8,24,50,2033.1999999999998,2026-01-05,2026-01-13,1,2634,526.8
trendyol,1002,500627,500627-1,SKU-95,electronics,3,1110,3330,0.15,499.5,45,50,2735.5,2026-02-24,2026-03-05,0,0,0.0
hepsiburada,1007,500628,500628-2,SKU-21,cosmetics,3,539,1617,0.1,161.7,37,0,1418.3,2026-02-14,2026-02-22,0,0,0.0
hepsiburada,1004,500629,500629-2,SKU-26,electronics,2,507,1014,0.1,101.4,23,0,889.6,2026-02-24,2026-03-02,1,1014,101.4
trendyol,1004,500630,500630-1,SKU-90,home,2,1025,2050,0.1,197.0,27,100,1726.0,2026-01-06,2026-01-15,1,2050,0.0
trendyol,1003,500631,500631-3,SKU-42,cosmetics,1,740,740,0.1,74.0,37,0,629.0,2026-02-19,2026-02-27,1,740,0.0
hepsiburada,1005,500632,500632-3,SKU-77,cosmetics,2,573,1146,0.1,114.6,37,0,994.4000000000001,2026-02-22,2026-02-27,0,0,0.0
trendyol,1008,500633,500633-2,SKU-46,fashion,2,1773,3546,0.15,531.9,11,0,3003.1,2026-01-01,2026-01-08,0,0,0.0
hepsiburada,1008,500634,500634-2,SKU-92,cosmetics,1,107,107,0.15,16.05,24,100,-33.05,2026-01-13,2026-01-20,0,0,0.0
hepsiburada,1008,500635,500635-3,SKU-57,fashion,1,1087,1087,0.1,118.7,20,0,948.3,2026-01-14,2026-01-19,1,1087,0.0
hepsiburada,1005,500636,500636-2,SKU-32,electronics,2,1660,3320,0.15,490.0,57,0,2773.0,2026-01-01,2026-01-05,0,0,0.0
hepsiburada,1009,500637,500637-3,SKU-84,home,1,1392,1392,0.1,139.2,32,0,1220.8,2026-02-21,2026-03-02,0,0,0.0
trendyol,1000,500638,500638-2,SKU-72,electronics,2,1061,2122,0.2,424.4,23,0,1674.6,2026-02-10,2026-02-20,0,0,0.0
trendyol,1004,500639,500639-2,SKU-47,electronics,3,1549,4647,0.1,464.7,52,100,4030.3,2026-02-03,2026-02-10,1,4647,464.7
trendyol,1006,500640,500640-3,SKU-22,fashion,2,614,1228,0.1,114.8,16,100,997.2,2026-01-02,2026-01-10,0,0,0.0
trendyol,1009,500641,500641-3,SKU-43,cosmetics,1,245,245,0.2,49.0,37,100,59.0,2026-01-15,2026-01-19,0,0,0.0
hepsiburada,1008,500642,500642-3,SKU-55,home,2,1877,3754,0.15,563.1,37,0,3153.9,2026-01-20,2026-01-27,0,0,0.0
hepsiburada,1001,500643,500643-1,SKU-61,electronics,3,294,882,0.15,124.30000000000001,25,0,732.7,2026-01-01,2026-01-08,0,0,0.0
hepsiburada,1006,500644,500644-2,SKU-100,cosmetics,3,1843,5529,0.1,552.9,46,0,4930.1,2026-02-12,2026-02-21,0,0,0.0
hepsiburada,1003,500645,500645-2,SKU-90,electronics,2,1683,3366,0.2,673.2,50,0,2642.8,2026-01-31,2026-02-08,0,0,0.0
trendyol,1005,500646,500646-2,SKU-42,cosmetics,2,1536,3072,0.1,299.2,44,100,2628.8,2026-01-22,2026-01-31,1,3072,307.2
trendyol,1007,500647,500647-1,SKU-19,cosmetics,2,1246,2492,0.2,508.4,12,0,1971.6,2026-02-22,2026-02-25,0,0,0.0
trendyol,1002,500648,500648-2,SKU-23,cosmetics,2,262,524,0.15,70.6,38,50,365.4,2026-02-12,2026-02-16,0,0,0.0
trendyol,1006,500649,500649-2,SKU-60,cosmetics,2,1857,3714,0.2,742.8,15,0,2956.2,2026-01-03,2026-01-07,0,0,0.0
trendyol,1005,500650,500650-3,SKU-32,electronics,2,887,1774,0.2,354.8,40,0,1379.2,2026-01-24,2026-02-01,0,0,0.0
hepsiburada,1000,500651,500651-3,SKU-9,cosmetics,3,825,2475,0.1,247.5,53,0,2174.5,2026-01-25,2026-01-28,0,0,0.0
trendyol,1010,500652,500652-1,SKU-51,cosmetics,3,987,2961,0.1,288.1,29,0,2643.9,2026-02-03,2026-02-06,0,0,0.0
trendyol,1007,500653,500653-2,SKU-81,fashion,1,846,846,0.1,94.6,48,0,703.4,2026-02-06,2026-02-12,0,0,0.0
trendyol,1000,500654,500654-2,SKU-59,cosmetics,3,520,1560,0.15,234.0,11,0,1315.0,2026-01-06,2026-01-14,0,0,0.0
hepsiburada,1002,500655,500655-1,SKU-24,electronics,1,1443,1443,0.2,288.6,45,0,1109.4,2026-02-16,2026-02-20,1,1443,0.0
trendyol,1000,500656,500656-3,SKU-83,cosmetics,2,252,504,0.1,50.4,47,100,306.6,2026-02-11,2026-02-14,0,0,0.0
hepsiburada,1008,500657,500657-3,SKU-52,electronics,2,393,786,0.2,149.2,48,50,538.8,2026-02-12,2026-02-15,0,0,0.0
hepsiburada,1006,500658,500658-3,SKU-8,home,2,214,428,0.2,85.6,17,50,275.4,2026-02-27,2026-03-06,0,0,0.0
hepsiburada,1002,500659,500659-2,SKU-38,electronics,2,408,816,0.15,132.4,31,50,602.6,2026-02-01,2026-02-07,0,0,0.0
hepsiburada,1004,500660,500660-2,SKU-10,electronics,3,534,1602,0.1,170.2,27,0,1404.8,2026-02-11,2026-02-18,0,0,0.0
trendyol,1010,500661,500661-3,SKU-72,electronics,3,327,981,0.15,147.15,30,100,703.85,2026-01-16,2026-01-19,0,0,0.0
hepsiburada,1009,500662,500662-2,SKU-33,electronics,3,1838,5514,0.2,1102.8,38,0,4373.2,2026-02-18,2026-02-21,0,0,0.0
hepsiburada,1009,500663,500663-3,SKU-56,home,2,1942,3884,0.15,582.6,48,0,3253.4,2026-02-27,2026-03-08,0,0,0.0
hepsiburada,1009,500664,500664-3,SKU-66,electronics,1,395,395,0.2,71.0,18,50,256.0,2026-02-08,2026-02-14,0,0,0.0
trendyol,1005,500665,500665-2,SKU-88,home,2,616,1232,0.1,133.2,50,0,1048.8,2026-01-28,2026-02-06,0,0,0.0
hepsiburada,1003,500666,500666-3,SKU-57,electronics,3,595,1785,0.1,178.5,36,0,1570.5,2026-02-04,2026-02-11,0,0,0.0
trendyol,1005,500667,500667-1,SKU-69,home,2,187,374,0.1,29.4,16,0,328.6,2026-02-07,2026-02-17,1,374,0.0
hepsiburada,1007,500668,500668-2,SKU-85,home,2,1196,2392,0.15,358.8,57,0,1976.2,2026-01-27,2026-02-03,0,0,0.0
hepsiburada,1001,500669,500669-3,SKU-75,home,2,1873,3746,0.2,749.2,36,0,2960.8,2026-01-31,2026-02-08,0,0,0.0
hepsiburada,1002,500670,500670-1,SKU-93,cosmetics,2,1819,3638,0.15,555.7,42,50,2990.3,2026-01-12,2026-01-21,0,0,0.0
trendyol,1001,500671,500671-3,SKU-45,home,1,1796,1796,0.2,369.2,25,100,1301.8,2026-01-25,2026-01-29,0,0,0.0
trendyol,1004,500672,500672-1,SKU-27,cosmetics,1,1155,1155,0.2,223.0,21,50,861.0,2026-02-07,2026-02-14,0,0,0.0
trendyol,1001,500673,500673-1,SKU-16,cosmetics,3,1296,3888,0.1,388.8,41,50,3408.2,2026-01-03,2026-01-11,0,0,0.0
trendyol,1001,500674,500674-1,SKU-8,cosmetics,2,548,1096,0.1,101.6,58,100,836.4,2026-02-10,2026-02-14,1,1096,0.0
trendyol,1004,500675,500675-1,SKU-43,electronics,2,515,1030,0.2,216.0,43,50,721.0,2026-02-16,2026-02-26,0,0,0.0
hepsiburada,1004,500676,500676-3,SKU-30,electronics,2,1383,2766,0.2,553.2,13,0,2199.8,2026-01-31,2026-02-08,1,2766,553.2
hepsiburada,1006,500677,500677-2,SKU-82,fashion,2,1329,2658,0.1,257.8,49,0,2351.2,2026-02-01,2026-02-07,0,0,0.0
hepsiburada,1003,500678,500678-2,SKU-18,fashion,3,179,537,0.15,90.55,56,0,390.45,2026-01-06,2026-01-14,0,0,0.0
trendyol,1007,500679,500679-3,SKU-8,home,1,1888,1888,0.15,283.2,56,0,1548.8,2026-02-13,2026-02-18,0,0,0.0
hepsiburada,1005,500680,500680-2,SKU-61,electronics,3,1609,4827,0.15,716.05,30,0,4080.95,2026-01-25,2026-01-30,0,0,0.0
trendyol,1008,500681,500681-3,SKU-59,fashion,1,904,904,0.1,90.4,21,0,792.6,2026-02-20,2026-02-24,0,0,0.0
hepsiburada,1004,500682,500682-3,SKU-20,fashion,2,1047,2094,0.15,314.1,60,50,1669.9,2026-01-19,2026-01-25,0,0,0.0
hepsiburada,1002,500683,500683-1,SKU-5,fashion,3,1184,3552,0.2,702.4,14,100,2735.6,2026-02-23,2026-02-27,0,0,0.0
hepsiburada,1001,500684,500684-3,SKU-24,fashion,2,1202,2404,0.1,240.4,14,0,2149.6,2026-01-19,2026-01-28,1,2404,240.4
trendyol,1000,500685,500685-3,SKU-22,home,1,981,981,0.2,196.2,10,0,774.8,2026-01-19,2026-01-22,0,0,0.0
trendyol,1002,500686,500686-1,SKU-53,cosmetics,1,190,190,0.1,11.0,14,0,165.0,2026-02-19,2026-03-01,0,0,0.0
hepsiburada,1007,500687,500687-1,SKU-70,cosmetics,2,896,1792,0.15,268.8,51,50,1422.2,2026-01-17,2026-01-24,1,1792,0.0
trendyol,1003,500688,500688-1,SKU-30,home,1,1207,1207,0.1,120.7,35,50,1001.3,2026-02-24,2026-03-02,1,1207,0.0
hepsiburada,1002,500689,500689-1,SKU-98,home,1,1516,1516,0.1,151.6,20,50,1294.4,2026-02-07,2026-02-11,0,0,0.0
trendyol,1006,500690,500690-2,SKU-84,fashion,3,779,2337,0.2,477.4,43,0,1816.6,2026-02-07,2026-02-14,0,0,0.0
trendyol,1003,500691,500691-1,SKU-82,cosmetics,2,1187,2374,0.15,356.1,16,100,1901.9,2026-02-12,2026-02-17,0,0,0.0
hepsiburada,1003,500692,500692-2,SKU-14,home,3,1869,5607,0.15,841.05,20,50,4695.95,2026-01-07,2026-01-10,1,5607,841.05
trendyol,1003,500693,500693-2,SKU-67,home,1,1642,1642,0.1,164.2,48,0,1429.8,2026-01-13,2026-01-22,1,1642,0.0
trendyol,1004,500694,500694-2,SKU-82,fashion,1,1535,1535,0.15,230.25,51,0,1253.75,2026-02-05,2026-02-13,0,0,0.0
trendyol,1010,500695,500695-3,SKU-25,home,1,493,493,0.1,49.3,50,0,393.7,2026-01-11,2026-01-21,0,0,0.0
hepsiburada,1006,500696,500696-1,SKU-19,fashion,1,912,912,0.2,192.4,16,0,703.6,2026-02-24,2026-03-01,0,0,0.0
trendyol,1000,500697,500697-2,SKU-25,fashion,2,1087,2174,0.2,444.8,48,0,1681.2,2026-01-12,2026-01-17,1,2174,0.0
hepsiburada,1004,500698,500698-1,SKU-96,home,3,427,1281,0.15,192.15,13,50,1025.85,2026-01-29,2026-02-01,0,0,0.0
trendyol,1000,500699,500699-1,SKU-14,electronics,1,295,295,0.2,69.0,36,100,90.0,2026-02-22,2026-02-26,0,0,0.0
hepsiburada,1004,500700,500700-2,SKU-49,electronics,2,346,692,0.2,138.4,40,0,513.6,2026-02-11,2026-02-20,0,0,0.0
hepsiburada,1010,500701,500701-3,SKU-47,cosmetics,1,280,280,0.15,42.0,45,50,143.0,2026-02-24,2026-03-01,1,280,0.0
hepsiburada,1001,500702,500702-2,SKU-74,cosmetics,2,1380,2760,0.1,276.0,27,100,2357.0,2026-01-02,2026-01-06,0,0,0.0
trendyol,1010,500703,500703-1,SKU-87,home,3,1295,3885,0.15,582.75,13,0,3289.25,2026-03-01,2026-03-10,0,0,0.0
hepsiburada,1009,500704,500704-1,SKU-23,cosmetics,1,894,894,0.15,134.1,27,100,632.9,2026-01-28,2026-02-06,1,894,0.0
hepsiburada,1005,500705,500705-2,SKU-77,home,3,1327,3981,0.1,398.1,10,50,3522.9,2026-01-05,2026-01-12,0,0,0.0
hepsiburada,1007,500706,500706-2,SKU-62,cosmetics,1,149,149,0.15,14.350000000000001,50,100,-15.349999999999994,2026-01-05,2026-01-15,0,0,0.0
hepsiburada,1007,500707,500707-3,SKU-84,cosmetics,2,1916,3832,0.15,574.8,55,0,3202.2,2026-01-29,2026-02-06,0,0,0.0
trendyol,1010,500708,500708-1,SKU-59,cosmetics,2,1637,3274,0.1,327.4,57,0,2889.6,2026-01-26,2026-01-31,1,3274,327.4
trendyol,1001,500709,500709-1,SKU-35,fashion,2,530,1060,0.2,212.0,55,0,793.0,2026-01-03,2026-01-13,0,0,0.0
hepsiburada,1003,500710,500710-3,SKU-51,electronics,3,392,1176,0.2,235.2,41,0,899.8,2026-01-25,2026-01-31,0,0,0.0
hepsiburada,1004,500711,500711-2,SKU-64,cosmetics,1,151,151,0.2,40.2,45,100,-34.2,2026-02-23,2026-02-27,1,151,30.2
trendyol,1001,500712,500712-2,SKU-33,electronics,1,1463,1463,0.1,146.3,42,100,1174.7,2026-02-14,2026-02-17,1,1463,146.3
hepsiburada,1004,500713,500713-3,SKU-15,cosmetics,1,711,711,0.15,116.65,34,0,560.35,2026-02-15,2026-02-19,0,0,0.0
trendyol,1007,500714,500714-2,SKU-40,cosmetics,2,633,1266,0.15,189.9,28,100,948.0999999999999,2026-02-09,2026-02-12,1,1266,0.0
hepsiburada,1001,500715,500715-3,SKU-73,cosmetics,3,506,1518,0.15,227.7,49,100,1141.3,2026-01-12,2026-01-16,1,1518,0.0
trendyol,1001,500716,500716-1,SKU-12,fashion,3,1318,3954,0.15,593.1,15,50,3295.9,2026-03-02,2026-03-05,1,3954,593.1
hepsiburada,1008,500717,500717-2,SKU-51,home,3,1811,5433,0.15,814.95,31,50,4537.05,2026-01-05,2026-01-15,1,5433,0.0
trendyol,1005,500718,500718-1,SKU-90,electronics,2,791,1582,0.15,237.3,52,0,1292.7,2026-02-03,2026-02-11,0,0,0.0
trendyol,1008,500719,500719-1,SKU-95,electronics,1,936,936,0.2,179.2,48,100,608.8,2026-01-08,2026-01-12,1,936,0.0
trendyol,1005,500720,500720-3,SKU-36,cosmetics,2,164,328,0.15,49.2,24,100,154.8,2026-02-23,2026-02-28,0,0,0.0
trendyol,1010,500721,500721-1,SKU-68,fashion,1,907,907,0.2,181.4,19,0,706.6,2026-03-02,2026-03-05,1,907,181.4
hepsiburada,1002,500722,500722-1,SKU-42,cosmetics,2,392,784,0.15,117.6,51,50,565.4,2026-02-11,2026-02-18,0,0,0.0
hepsiburada,1002,500723,500723-2,SKU-3,home,2,1656,3312,0.1,331.2,46,50,2884.8,2026-01-30,2026-02-03,0,0,0.0
hepsiburada,1010,500724,500724-2,SKU-43,electronics,2,422,844,0.2,168.8,44,50,581.2,2026-02-27,2026-03-06,0,0,0.0
hepsiburada,1001,500725,500725-3,SKU-6,electronics,2,1081,2162,0.2,442.4,58,0,1661.6,2026-01-13,2026-01-18,0,0,0.0
trendyol,1001,500726,500726-3,SKU-60,cosmetics,1,1415,1415,0.15,212.25,41,0,1161.75,2026-01-08,2026-01-16,0,0,0.0
hepsiburada,1000,500727,500727-3,SKU-47,home,1,1743,1743,0.2,340.6,13,0,1389.4,2026-02-25,2026-03-03,0,0,0.0
hepsiburada,1000,500728,500728-3,SKU-99,electronics,2,354,708,0.1,80.8,12,0,615.2,2026-02-20,2026-03-02,0,0,0.0
hepsiburada,1007,500729,500729-3,SKU-36,electronics,2,1709,3418,0.15,512.7,15,100,2790.3,2026-01-14,2026-01-23,0,0,0.0
hepsiburada,1004,500730,500730-3,SKU-25,cosmetics,2,1648,3296,0.1,339.6,24,0,2932.4,2026-01-30,2026-02-04,0,0,0.0
hepsiburada,1006,500731,500731-1,SKU-71,home,1,1099,1099,0.2,219.8,29,0,850.2,2026-03-02,2026-03-05,1,1099,219.8
trendyol,1007,500732,500732-1,SKU-71,home,3,1624,4872,0.2,966.4,38,0,3867.6,2026-02-16,2026-02-25,1,4872,0.0
trendyol,1009,500733,500733-1,SKU-73,fashion,2,1055,2110,0.2,422.0,14,0,1674.0,2026-01-18,2026-01-27,0,0,0.0
hepsiburada,1002,500734,500734-3,SKU-91,home,2,1713,3426,0.2,685.2,43,0,2697.8,2026-02-21,2026-03-02,0,0,0.0
trendyol,1008,500735,500735-1,SKU-98,fashion,3,1592,4776,0.1,487.6,14,0,4274.4,2026-01-18,2026-01-28,0,0,0.0
trendyol,1001,500736,500736-1,SKU-80,cosmetics,2,1956,3912,0.15,586.8,49,0,3276.2,2026-02-26,2026-03-07,0,0,0.0
hepsiburada,1004,500737,500737-1,SKU-15,fashion,1,963,963,0.15,136.45,22,0,804.55,2026-01-02,2026-01-10,0,0,0.0
hepsiburada,1004,500738,500738-2,SKU-96,electronics,2,574,1148,0.1,114.8,14,50,969.2,2026-02-14,2026-02-20,0,0,0.0
hepsiburada,1001,500739,500739-3,SKU-17,electronics,1,547,547,0.1,46.7,19,0,481.3,2026-02-01,2026-02-10,0,0,0.0
trendyol,1009,500740,500740-1,SKU-81,fashion,2,861,1722,0.15,250.3,23,50,1398.7,2026-02-14,2026-02-17,0,0,0.0
trendyol,1001,500741,500741-1,SKU-9,cosmetics,1,1860,1860,0.15,279.0,47,50,1484.0,2026-02-10,2026-02-20,0,0,0.0
hepsiburada,1001,500742,500742-3,SKU-96,home,1,1276,1276,0.2,265.2,29,50,931.8,2026-01-11,2026-01-14,0,0,0.0
trendyol,1001,500743,500743-3,SKU-50,fashion,2,1416,2832,0.1,283.2,59,100,2389.8,2026-02-01,2026-02-08,0,0,0.0
hepsiburada,1008,500744,500744-2,SKU-39,home,3,264,792,0.2,158.4,30,0,603.6,2026-02-05,2026-02-14,0,0,0.0
trendyol,1000,500745,500745-2,SKU-69,home,1,987,987,0.2,197.4,46,0,743.6,2026-01-08,2026-01-15,0,0,0.0
hepsiburada,1005,500746,500746-3,SKU-46,home,1,1994,1994,0.2,398.8,19,0,1576.2,2026-02-16,2026-02-20,0,0,0.0
trendyol,1010,500747,500747-2,SKU-45,home,2,1520,3040,0.2,608.0,11,0,2421.0,2026-02-11,2026-02-14,0,0,0.0
hepsiburada,1009,500748,500748-2,SKU-46,fashion,2,521,1042,0.2,208.4,42,0,791.6,2026-02-15,2026-02-25,0,0,0.0
hepsiburada,1006,500749,500749-2,SKU-56,cosmetics,1,633,633,0.15,104.95,27,0,501.04999999999995,2026-01-09,2026-01-19,1,633,0.0
hepsiburada,1008,500750,500750-3,SKU-85,home,2,1998,3996,0.15,599.4,60,50,3286.6,2026-03-01,2026-03-10,0,0,0.0
trendyol,1000,500751,500751-2,SKU-81,home,1,1017,1017,0.2,213.4,56,0,747.6,2026-01-15,2026-01-20,0,0,0.0
trendyol,1002,500752,500752-2,SKU-4,fashion,1,178,178,0.1,17.8,37,100,23.19999999999999,2026-02-26,2026-03-02,0,0,0.0
hepsiburada,1005,500753,500753-3,SKU-32,cosmetics,3,626,1878,0.15,273.7,36,0,1568.3,2026-01-05,2026-01-13,0,0,0.0
trendyol,1002,500754,500754-1,SKU-68,electronics,3,657,1971,0.1,207.1,41,50,1672.9,2026-02-06,2026-02-13,0,0,0.0
